Code département;Département;Code circonscription;Libellé circonscription;Numéro de panneau;Sexe du candidat;Nom du candidat;Prénom du candidat;Nationalité du candidat;Code personnalité
987;Polynésie française;98737;Pukapuka;;F;TERIIRERE;Vairau;Française;
987;Polynésie française;98737;Pukapuka;;M;TERIIRERE;Norbert;Française;
987;Polynésie française;98737;Pukapuka;;F;TERIIRERE;Poema;Française;
987;Polynésie française;98737;Pukapuka;;M;TINORUA;Romuald;Française;
987;Polynésie française;98737;Pukapuka;;F;TOHUTIKA;Ruita;Française;
987;Polynésie française;98737;Pukapuka;;M;VILLANT;Raphaël;Française;
987;Polynésie française;98737;Pukapuka;;M;VILLANT;Tauhei;Française;
987;Polynésie française;98737;Pukapuka;;F;VILLANT;Linda Marie Line;Française;
987;Polynésie française;98737;Pukapuka;;F;VILLANT;Dorielle;Française;
987;Polynésie française;98739SN01;Raivavae Section 01 ANATONU;;M;ANI;Columbo;Française;
987;Polynésie française;98739SN01;Raivavae Section 01 ANATONU;;M;HAUATA;Reiarii;Française;
987;Polynésie française;98739SN01;Raivavae Section 01 ANATONU;;M;TAMAITITAHIO;Claudius;Française;
987;Polynésie française;98739SN01;Raivavae Section 01 ANATONU;;F;TEIPOARII;Tera;Française;
987;Polynésie française;98739SN01;Raivavae Section 01 ANATONU;;F;TEIPOARII;Teina;Française;
987;Polynésie française;98739SN01;Raivavae Section 01 ANATONU;;F;TEVAATUA;Henriette;Française;
987;Polynésie française;98739SN01;Raivavae Section 01 ANATONU;;M;TUMARAE;Jacques;Française;
987;Polynésie française;98739SN01;Raivavae Section 01 ANATONU;;F;TUMARAE;Marcella;Française;
987;Polynésie française;98739SN02;Raivavae Section 02 RAIRUA-MAHANATOA;;F;FAAHIPA;Zelia;Française;
987;Polynésie française;98739SN02;Raivavae Section 02 RAIRUA-MAHANATOA;;M;FLORES;Hubert;Française;
987;Polynésie française;98739SN02;Raivavae Section 02 RAIRUA-MAHANATOA;;M;FLORES;Bruno;Française;
987;Polynésie française;98739SN02;Raivavae Section 02 RAIRUA-MAHANATOA;;F;FLORES;Turouru;Française;
987;Polynésie française;98739SN02;Raivavae Section 02 RAIRUA-MAHANATOA;;M;HAATANI;Tehau;Française;
987;Polynésie française;98739SN02;Raivavae Section 02 RAIRUA-MAHANATOA;;F;LUISEN;Vaite;Française;
987;Polynésie française;98739SN02;Raivavae Section 02 RAIRUA-MAHANATOA;;M;MAONO;Teva;Française;
987;Polynésie française;98739SN02;Raivavae Section 02 RAIRUA-MAHANATOA;;F;MAUAHITI;Laina;Française;
987;Polynésie française;98739SN02;Raivavae Section 02 RAIRUA-MAHANATOA;;M;OPETA;Victor;Française;
987;Polynésie française;98739SN02;Raivavae Section 02 RAIRUA-MAHANATOA;;M;OPETA;Poroi;Française;
987;Polynésie française;98739SN02;Raivavae Section 02 RAIRUA-MAHANATOA;;F;QUAN-WEL;Haipunaruu;Française;
987;Polynésie française;98739SN02;Raivavae Section 02 RAIRUA-MAHANATOA;;M;RAUFAUORE;Freddy;Française;
987;Polynésie française;98739SN02;Raivavae Section 02 RAIRUA-MAHANATOA;;F;TAMAITITAHIO;Tarome;Française;
987;Polynésie française;98739SN02;Raivavae Section 02 RAIRUA-MAHANATOA;;F;TEEHU;Magalie;Française;
987;Polynésie française;98739SN02;Raivavae Section 02 RAIRUA-MAHANATOA;;M;TETUAMANUHIRI;Eugène;Française;
987;Polynésie française;98739SN02;Raivavae Section 02 RAIRUA-MAHANATOA;;F;TETUAMANUHIRI;Rosalie;Française;
987;Polynésie française;98739SN03;Raivavae Section 03 VAIURU;;M;FLORES;Tenaue;Française;
987;Polynésie française;98739SN03;Raivavae Section 03 VAIURU;;M;MAHAA;Christo;Française;
987;Polynésie française;98739SN03;Raivavae Section 03 VAIURU;;M;MAHAA;Maru;Française;
987;Polynésie française;98739SN03;Raivavae Section 03 VAIURU;;F;MANAIA;Kany;Française;
987;Polynésie française;98739SN03;Raivavae Section 03 VAIURU;;F;TAMAITITAHIO;Raruna;Française;
987;Polynésie française;98739SN03;Raivavae Section 03 VAIURU;;M;TEAPEHU;Grimald;Française;
987;Polynésie française;98739SN03;Raivavae Section 03 VAIURU;;F;TEHAHE;Antinea;Française;
987;Polynésie française;98739SN03;Raivavae Section 03 VAIURU;;M;TEVAATUA;Joachim;Française;
987;Polynésie française;98739SN03;Raivavae Section 03 VAIURU;;M;VARUATUA;Euloge;Française;
987;Polynésie française;98741;Rapa;;M;ANGIA;Tamati Remy;Française;
987;Polynésie française;98741;Rapa;;F;AVAEORU;Ana Tehei;Française;
987;Polynésie française;98741;Rapa;;M;BEA;Rani Luc;Française;
987;Polynésie française;98741;Rapa;;F;BEA;Leilani Batesepa;Française;
987;Polynésie française;98741;Rapa;;M;FARAIRE;Heimana;Française;
987;Polynésie française;98741;Rapa;;F;FARAIRE;Martine Moea;Française;
987;Polynésie française;98741;Rapa;;F;FAREAHU;Dominique Taria;Française;
987;Polynésie française;98741;Rapa;;M;IOTUA;Hervé;Française;
987;Polynésie française;98741;Rapa;;M;JEAN;François;Française;
987;Polynésie française;98741;Rapa;;F;LENOIR;Amelie;Française;
987;Polynésie française;98741;Rapa;;M;MAIHURI;Michel;Française;
987;Polynésie française;98741;Rapa;;M;MAKE;Joinville;Française;
987;Polynésie française;98741;Rapa;;M;MOETERAURI;Tepuaomahu;Française;
987;Polynésie française;98741;Rapa;;F;PUKOKI;Paulina;Française;
987;Polynésie française;98741;Rapa;;M;RIARIA;Tarariki;Française;
987;Polynésie française;98741;Rapa;;M;RIARIA;Freddy;Française;
987;Polynésie française;98741;Rapa;;F;TAMATA;Fanny;Française;
987;Polynésie française;98741;Rapa;;F;TEIPOARII;Annette;Française;
987;Polynésie française;98741;Rapa;;F;TEROOATEA;Mererai;Française;
987;Polynésie française;98741;Rapa;;F;TINOMOE;Pauline;Française;
987;Polynésie française;98741;Rapa;;M;WATANABE;Gildas;Française;
987;Polynésie française;98741;Rapa;;F;WATANABE;Yvonne Tiare;Française;
987;Polynésie française;98742SN01;Reao Section 01 PUKARUA;;F;AA;Heidi;Française;
987;Polynésie française;98742SN01;Reao Section 01 PUKARUA;;F;HAMAU;Juliette Matirita;Française;
987;Polynésie française;98742SN01;Reao Section 01 PUKARUA;;F;LY;Marie-Thérèse;Française;
987;Polynésie française;98742SN01;Reao Section 01 PUKARUA;;M;MAHAGATEIRA;Teaotu;Française;
987;Polynésie française;98742SN01;Reao Section 01 PUKARUA;;M;MAHAGATEIRA;Maire;Française;
987;Polynésie française;98742SN01;Reao Section 01 PUKARUA;;F;MAITUI;Nenette;Française;
987;Polynésie française;98742SN01;Reao Section 01 PUKARUA;;M;MERVIN;Samuel;Française;
987;Polynésie française;98742SN01;Reao Section 01 PUKARUA;;F;TEANO;Hinanui Tarome;Française;
987;Polynésie française;98742SN01;Reao Section 01 PUKARUA;;F;TEHAHE;Lindsay Teroro Moetua;Française;
987;Polynésie française;98742SN01;Reao Section 01 PUKARUA;;F;TEHAU;Maria Tereiga;Française;
987;Polynésie française;98742SN01;Reao Section 01 PUKARUA;;M;TEHUIHUI;Maurice Michel;Française;
987;Polynésie française;98742SN01;Reao Section 01 PUKARUA;;M;TUATA;Maehanga Fulbert;Française;
987;Polynésie française;98742SN02;Reao Section 02 REAO;;M;LENOIR;Matatini;Française;
987;Polynésie française;98742SN02;Reao Section 02 REAO;;F;MARITERAGI EPSE TAIEMOEARO;Tepepe;Française;
987;Polynésie française;98742SN02;Reao Section 02 REAO;;M;MOU CHI VONG;Jaques Youl Lang;Française;
987;Polynésie française;98742SN02;Reao Section 02 REAO;;M;POLTAVTSEEF;Danny Grégory;Française;
987;Polynésie française;98742SN02;Reao Section 02 REAO;;M;POLTAVTSEEF;Ludovic Areki Dimitri;Française;
987;Polynésie française;98742SN02;Reao Section 02 REAO;;F;TEAKA;Rauhei Mauga-Nohonoho Trist Ioana;Française;
987;Polynésie française;98742SN02;Reao Section 02 REAO;;M;TEANO;Antoine Kehauri;Française;
987;Polynésie française;98742SN02;Reao Section 02 REAO;;M;TEANO;Keha Adrien;Française;
987;Polynésie française;98742SN02;Reao Section 02 REAO;;F;TEARA;Marie Fakarua;Française;
987;Polynésie française;98742SN02;Reao Section 02 REAO;;M;TEHARIKI;Tepuni Samuera;Française;
987;Polynésie française;98742SN02;Reao Section 02 REAO;;M;TEHAU;Vitore Aranui;Française;
987;Polynésie française;98742SN02;Reao Section 02 REAO;;M;TEHAU;Albert;Française;
987;Polynésie française;98742SN02;Reao Section 02 REAO;;F;TEHAU;Marine-Anne Vaimata;Française;
987;Polynésie française;98742SN02;Reao Section 02 REAO;;M;TEMANO;Teehu-Agatonio;Française;
987;Polynésie française;98742SN02;Reao Section 02 REAO;;M;TEPAKOU;Vetea Rene;Française;
987;Polynésie française;98742SN02;Reao Section 02 REAO;;M;TETAIAMOEARO;Tetaimoearo;Française;
987;Polynésie française;98742SN02;Reao Section 02 REAO;;F;TIMOTEO EPOUSE TEARA;Leonne;Française;
987;Polynésie française;98742SN02;Reao Section 02 REAO;;F;TOGATEVANA;Clarisse Puakina;Française;
987;Polynésie française;98743SN01;Rimatara Section 01 AMARU;;M;AA;Jean-Claude;Française;
987;Polynésie française;98743SN01;Rimatara Section 01 AMARU;;F;AVAE;Puaheu;Française;
987;Polynésie française;98743SN01;Rimatara Section 01 AMARU;;M;HATITIO;Artigas;Française;
987;Polynésie française;98743SN01;Rimatara Section 01 AMARU;;M;IOANE;Théodore Taputuura;Française;
987;Polynésie française;98743SN01;Rimatara Section 01 AMARU;;M;MOOROA;Tetahina;Française;
987;Polynésie française;98743SN01;Rimatara Section 01 AMARU;;F;MOOROA;Lisa;Française;
987;Polynésie française;98743SN01;Rimatara Section 01 AMARU;;M;OPUU;Tauraa;Française;
987;Polynésie française;98743SN01;Rimatara Section 01 AMARU;;M;SAMG-MOUIT;Gilles Taromea;Française;
987;Polynésie française;98743SN01;Rimatara Section 01 AMARU;;M;TAMARINO;Amerama;Française;
987;Polynésie française;98743SN01;Rimatara Section 01 AMARU;;F;TAMARINO ÉPOUSE TEFAAFANA;Iaera;Française;
987;Polynésie française;98743SN01;Rimatara Section 01 AMARU;;M;TEMATAHOTOA;Etera;Française;
987;Polynésie française;98743SN01;Rimatara Section 01 AMARU;;F;UTIA;Vaimiti;Française;
987;Polynésie française;98743SN02;Rimatara Section 02 ANAPOTO;;M;ATAPO;Tony;Française;
987;Polynésie française;98743SN02;Rimatara Section 02 ANAPOTO;;F;HATITIO;Marina;Française;
987;Polynésie française;98743SN02;Rimatara Section 02 ANAPOTO;;F;HATITIO;Natacha;Française;
987;Polynésie française;98743SN02;Rimatara Section 02 ANAPOTO;;M;HATITIO;Topata;Française;
987;Polynésie française;98743SN02;Rimatara Section 02 ANAPOTO;;M;HATITIO;Harevaa;Française;
987;Polynésie française;98743SN02;Rimatara Section 02 ANAPOTO;;F;HATITIO;Vaihere;Française;
987;Polynésie française;98743SN02;Rimatara Section 02 ANAPOTO;;M;HATITIO;Randall;Française;
987;Polynésie française;98743SN02;Rimatara Section 02 ANAPOTO;;M;HATITIO;Armand;Française;
987;Polynésie française;98743SN02;Rimatara Section 02 ANAPOTO;;F;IOTUA;Tamara;Française;
987;Polynésie française;98743SN02;Rimatara Section 02 ANAPOTO;;F;KATO;Yoko;Française;
987;Polynésie française;98743SN02;Rimatara Section 02 ANAPOTO;;M;PAPARA;Maxime;Française;
987;Polynésie française;98743SN02;Rimatara Section 02 ANAPOTO;;F;PATU;Nella;Française;
987;Polynésie française;98743SN02;Rimatara Section 02 ANAPOTO;;M;TARINA;Jacques;Française;
987;Polynésie française;98743SN02;Rimatara Section 02 ANAPOTO;;F;TEMATAHOTOA;Tapeta;Française;
987;Polynésie française;98743SN02;Rimatara Section 02 ANAPOTO;;M;TERIITUA;Heimanu Uramenu;Française;
987;Polynésie française;98743SN03;Rimatara Section 03 MUTUAURA;;M;APINI;Ahini;Française;
987;Polynésie française;98743SN03;Rimatara Section 03 MUTUAURA;;M;HAUATA;Nicolas;Française;
987;Polynésie française;98743SN03;Rimatara Section 03 MUTUAURA;;M;IOTUA;Gabriel;Française;
987;Polynésie française;98743SN03;Rimatara Section 03 MUTUAURA;;M;MAKE;Phareza;Française;
987;Polynésie française;98743SN03;Rimatara Section 03 MUTUAURA;;F;NANAIA;Marania;Française;
987;Polynésie française;98743SN03;Rimatara Section 03 MUTUAURA;;F;NARU;Myrna;Française;
987;Polynésie française;98743SN03;Rimatara Section 03 MUTUAURA;;F;TAHARIA;Vaimiti;Française;
987;Polynésie française;98743SN03;Rimatara Section 03 MUTUAURA;;M;TAHARIA;Martial;Française;
987;Polynésie française;98743SN03;Rimatara Section 03 MUTUAURA;;M;TAHARIA;Joinville;Française;
987;Polynésie française;98743SN03;Rimatara Section 03 MUTUAURA;;F;TAIRIO;Mahealani;Française;
987;Polynésie française;98743SN03;Rimatara Section 03 MUTUAURA;;F;TEHAEURA;Tina;Française;
987;Polynésie française;98743SN03;Rimatara Section 03 MUTUAURA;;F;TEMATAHOTOA;Gladys;Française;
987;Polynésie française;98743SN03;Rimatara Section 03 MUTUAURA;;F;TEMATAHOTOA;Heimaire;Française;
987;Polynésie française;98743SN03;Rimatara Section 03 MUTUAURA;;M;TEMATAHOTOA;Moehau;Française;
987;Polynésie française;98743SN03;Rimatara Section 03 MUTUAURA;;M;TEMATAHOTOA;Hatuura;Française;
987;Polynésie française;98743SN03;Rimatara Section 03 MUTUAURA;;M;TEREOPA;Luda;Française;
987;Polynésie française;98743SN03;Rimatara Section 03 MUTUAURA;;M;TEREOPA;Noaiti;Française;
987;Polynésie française;98743SN03;Rimatara Section 03 MUTUAURA;;M;UTIA;Manaia;Française;
987;Polynésie française;98746;Tahuata;;F;ANIAMIOI;Sabina;Française;
987;Polynésie française;98746;Tahuata;;F;BARSINAS;Marie;Française;
987;Polynésie française;98746;Tahuata;;M;BARSINAS;Marc;Française;
987;Polynésie française;98746;Tahuata;;M;BARSINAS;Félix;Française;
987;Polynésie française;98746;Tahuata;;M;BARSINAS;Enoch;Française;
987;Polynésie française;98746;Tahuata;;F;BONNO;Lindia;Française;
987;Polynésie française;98746;Tahuata;;M;KOHUEINUI;Louis;Française;
987;Polynésie française;98746;Tahuata;;M;KOKAUANI;Joachim;Française;
987;Polynésie française;98746;Tahuata;;M;KOKAUANI;François;Française;
987;Polynésie française;98746;Tahuata;;F;MAHAA;Natacha;Française;
987;Polynésie française;98746;Tahuata;;F;MARURAI;Hana;Française;
987;Polynésie française;98746;Tahuata;;M;POEPOEANI;Mathias;Française;
987;Polynésie française;98746;Tahuata;;M;PUTATOUTAKI;Alexandre;Française;
987;Polynésie française;98746;Tahuata;;F;ROOTUEHINE;Myriam;Française;
987;Polynésie française;98746;Tahuata;;M;ROOTUEHINE;Mathias;Française;
987;Polynésie française;98746;Tahuata;;F;TEHAHE;Anna;Française;
987;Polynésie française;98746;Tahuata;;M;TEHEIPUARII;Joseph;Française;
987;Polynésie française;98746;Tahuata;;M;TEHEIPUARII;Samuel;Française;
987;Polynésie française;98746;Tahuata;;M;TEIKIPUPUNI;Teikiotini;Française;
987;Polynésie française;98746;Tahuata;;F;TEIKITOHE;Mathilde;Française;
987;Polynésie française;98746;Tahuata;;F;TETAHIOTUPA;Sabine;Française;
987;Polynésie française;98746;Tahuata;;F;TIMAU;Marylène;Française;
987;Polynésie française;98746;Tahuata;;M;TIMAU;Gilbert;Française;
987;Polynésie française;98746;Tahuata;;F;TIMAU;Ghislaine;Française;
987;Polynésie française;98746;Tahuata;;F;TIMAU;Micheline;Française;
987;Polynésie française;98746;Tahuata;;M;TIMAU;Norbert;Française;
987;Polynésie française;98746;Tahuata;;M;TIMAU;Adrien;Française;
987;Polynésie française;98746;Tahuata;;M;TIMAU;Simon;Française;
987;Polynésie française;98746;Tahuata;;F;TIMAU;Stella;Française;
987;Polynésie française;98746;Tahuata;;F;VAIMAA;Marie-Rose;Française;
987;Polynésie française;98751;Tatakoto;;F;AVAEPII;Hinanui Laeticia;Française;
987;Polynésie française;98751;Tatakoto;;M;FOURDRIGNIER;Patrick;Française;
987;Polynésie française;98751;Tatakoto;;M;HATUUKU;Louis;Française;
987;Polynésie française;98751;Tatakoto;;F;HITUPUTOKA;Patricia Temake;Française;
987;Polynésie française;98751;Tatakoto;;M;KAMAKE;Maratino;Française;
987;Polynésie française;98751;Tatakoto;;F;KERARAVARU;Marguarita Hauata Hawaiki;Française;
987;Polynésie française;98751;Tatakoto;;F;MAIHITI;Helene;Française;
987;Polynésie française;98751;Tatakoto;;F;MARERE;Korotika;Française;
987;Polynésie française;98751;Tatakoto;;M;POKARA;Tetiratahuka;Française;
987;Polynésie française;98751;Tatakoto;;M;POU;Jean-Luc Tepoa;Française;
987;Polynésie française;98751;Tatakoto;;M;RAKA;Tukihiti;Française;
987;Polynésie française;98751;Tatakoto;;M;RATA;Terupe;Française;
987;Polynésie française;98751;Tatakoto;;F;RATA;Madeleine Tukoropaga;Française;
987;Polynésie française;98751;Tatakoto;;M;TAGI;Firipa;Française;
987;Polynésie française;98751;Tatakoto;;M;TAGI;Jean Tuhoe;Française;
987;Polynésie française;98751;Tatakoto;;F;TAHUTINI-MANUIREVA;Punariki;Française;
987;Polynésie française;98751;Tatakoto;;F;TARDAT;Melissa Faahei;Française;
987;Polynésie française;98751;Tatakoto;;F;TCHEN;Cyndel;Française;
987;Polynésie française;98751;Tatakoto;;M;TEAGAI;Ernest Igino;Française;
987;Polynésie française;98751;Tatakoto;;M;TEARIKI;Tamatoa;Française;
987;Polynésie française;98751;Tatakoto;;M;TEFAU-HUTIA;Tutea Karl;Française;
987;Polynésie française;98751;Tatakoto;;F;TIARII;Tehani;Française;
987;Polynésie française;98755;Tureia;;F;ARAI;Manava;Française;
987;Polynésie française;98755;Tureia;;F;BELLAIS;Titaina;Française;
987;Polynésie française;98755;Tureia;;F;BRANDER;Kapina;Française;
987;Polynésie française;98755;Tureia;;F;BRANDER;Tevahine;Française;
987;Polynésie française;98755;Tureia;;F;FAAREOITI;Heimiti;Française;
987;Polynésie française;98755;Tureia;;F;FAATAU;Hélène;Française;
987;Polynésie française;98755;Tureia;;F;FARIKI;Parae;Française;
987;Polynésie française;98755;Tureia;;F;FARIKI;Teheatua Denise;Française;
987;Polynésie française;98755;Tureia;;M;FARIKI;Ioane Temauri;Française;
987;Polynésie française;98755;Tureia;;M;FARIKI;Tane;Française;
987;Polynésie française;98755;Tureia;;F;FARIKI;Clarita;Française;
987;Polynésie française;98755;Tureia;;M;GUITTENY;René;Française;
987;Polynésie française;98755;Tureia;;M;HATITIO;Tuhina;Française;
987;Polynésie française;98755;Tureia;;F;HITUPUTOKA;Gabriella;Française;
987;Polynésie française;98755;Tureia;;M;HURI;Glenn;Française;
987;Polynésie française;98755;Tureia;;F;MAI;Pascale;Française;
987;Polynésie française;98755;Tureia;;F;MAIRIHAU;Taitua;Française;
987;Polynésie française;98755;Tureia;;F;MATA;Vaiarii;Française;
987;Polynésie française;98755;Tureia;;F;TAPII;Béatrice;Française;
987;Polynésie française;98755;Tureia;;F;TAVANAE;Béatrice;Française;
987;Polynésie française;98755;Tureia;;F;TEARIKI;Viola;Française;
987;Polynésie française;98755;Tureia;;F;TEAUROA;Florita;Française;
987;Polynésie française;98755;Tureia;;F;TEHAU;Françoise;Française;
987;Polynésie française;98755;Tureia;;F;TEHINA;Hinano;Française;
987;Polynésie française;98755;Tureia;;F;TEHUMU;Sandrine;Française;
987;Polynésie française;98755;Tureia;;M;TEHUMU;Ernest Vaimoana;Française;
987;Polynésie française;98755;Tureia;;M;TEIHOTU;Jérôme;Française;
987;Polynésie française;98755;Tureia;;M;TEIKIHAKAUPOKO;Augustin;Française;
987;Polynésie française;98755;Tureia;;F;TEIPOARII;Johanna;Française;
987;Polynésie française;98755;Tureia;;M;TEKAHUKURA;Jean-Marc;Française;
987;Polynésie française;98755;Tureia;;M;TEPANO;Hei Felix;Française;
987;Polynésie française;98755;Tureia;;M;TETAVAHI;Temauri Tefau;Française;
987;Polynésie française;98755;Tureia;;M;TINO;Aramona;Finlandaise;
987;Polynésie française;98756;Ua-Huka;;F;AH-SAM;Lylène;Française;
987;Polynésie française;98756;Ua-Huka;;M;AUNOA;Ranka;Française;
987;Polynésie française;98756;Ua-Huka;;F;BARSINAS;Pierrette;Française;
987;Polynésie française;98756;Ua-Huka;;F;BROWN;Anne;Française;
987;Polynésie française;98756;Ua-Huka;;F;BROWN;Léontine;Française;
987;Polynésie française;98756;Ua-Huka;;M;FOURNIER;Sylvain;Française;
987;Polynésie française;98756;Ua-Huka;;M;FOURNIER;Christian;Française;
987;Polynésie française;98756;Ua-Huka;;F;FOURNIER;Antonina;Française;
987;Polynésie française;98756;Ua-Huka;;F;FOURNIER;Agathe;Française;
987;Polynésie française;98756;Ua-Huka;;F;FOURNIER;Edwige;Française;
987;Polynésie française;98756;Ua-Huka;;M;FOURNIER;David;Française;
987;Polynésie française;98756;Ua-Huka;;F;FOURNIER ÉPSE TEIKITEEPUPUNI-POEVAI;Mélinda;Française;
987;Polynésie française;98756;Ua-Huka;;M;FOURNIER-HIKUTINI;Joseph;Française;
987;Polynésie française;98756;Ua-Huka;;F;GILMORE;Noëla;Française;
987;Polynésie française;98756;Ua-Huka;;F;KEHUEHITU;Caristine;Française;
987;Polynésie française;98756;Ua-Huka;;M;KEHUEHITU;Firmin;Française;
987;Polynésie française;98756;Ua-Huka;;M;LICHTLE;Axel;Française;
987;Polynésie française;98756;Ua-Huka;;F;LICHTLE EPS TEKOHUOTETUA;Marie Chantal;Française;
987;Polynésie française;98756;Ua-Huka;;M;MATAITAI;Tapunui;Française;
987;Polynésie française;98756;Ua-Huka;;M;OHU;Nestor;Française;
987;Polynésie française;98756;Ua-Huka;;F;OHU;Colette;Française;
987;Polynésie française;98756;Ua-Huka;;F;PIOKOE ÉPSE TEIKITEEPUPUNI;Léontine;Française;
987;Polynésie française;98756;Ua-Huka;;F;ROOTUEHINE;Gilda Vahinetua;Française;
987;Polynésie française;98756;Ua-Huka;;M;SCALLAMERA;Romeo;Française;
987;Polynésie française;98756;Ua-Huka;;F;SORIN;Tatiana;Française;
987;Polynésie française;98756;Ua-Huka;;M;STEIGER;Bryan;Française;
987;Polynésie française;98756;Ua-Huka;;M;SULPICE;Tuhuna;Française;
987;Polynésie française;98756;Ua-Huka;;F;SULPICE;Irista;Française;
987;Polynésie française;98756;Ua-Huka;;M;TAAVIRI;Teva;Française;
987;Polynésie française;98756;Ua-Huka;;F;TAIAAPU;Victorine;Française;
987;Polynésie française;98756;Ua-Huka;;M;TAIAAPU;Raiarii;Française;
987;Polynésie française;98756;Ua-Huka;;M;TAIAAPU;Charles;Française;
987;Polynésie française;98756;Ua-Huka;;F;TAMARII;Noéline;Française;
987;Polynésie française;98756;Ua-Huka;;M;TEATIU;Roland;Française;
987;Polynésie française;98756;Ua-Huka;;F;TEATIU;Gabrielle;Française;
987;Polynésie française;98756;Ua-Huka;;M;TEIKIHUAVANAKA;David;Française;
987;Polynésie française;98756;Ua-Huka;;M;TEIKIHUAVANAKA;Landry;Française;
987;Polynésie française;98756;Ua-Huka;;M;TEIKITEEPUPUNI;Paul;Française;
987;Polynésie française;98756;Ua-Huka;;M;TEIKITEEPUPUNI-POEVAI;Patrick;Française;
987;Polynésie française;98756;Ua-Huka;;M;TEPEA;André;Française;
987;Polynésie française;98756;Ua-Huka;;F;TEPEA;Marianne;Française;
987;Polynésie française;98756;Ua-Huka;;F;TIKARE;Aurore;Française;
987;Polynésie française;98756;Ua-Huka;;M;TOUATINI;Domingo;Française;
987;Polynésie française;98756;Ua-Huka;;M;TUATA;Jean-Pierre;Française;
987;Polynésie française;98756;Ua-Huka;;F;VAHAPUTONA ÉPSE FOURNIER;Martine;Française;
